,index,arg_id,prev_arg_id,Argument,Concern1,Concern2,depth,Concern3,Concern4,Concern5
954,439,Depth5_1033,Depth4_736,"by that logic , should schools be free ? obviously not . upskilling the population and providing fair and equitable access to higher education should be considered as important to the progression of society as free education in schools",society,free,5,access,,
955,440,Depth5_1035,Depth4_740,having to take out any type of loan means there are still hidden costs in going to uni,loan,,5,,,
956,441,Depth5_1036,Depth4_740,"as they will be spending more of their disposal income in the economy it will grow meaning greater prosperity for all . increasing income from vat , corporation and income tax revenues to government making it more affordable for the government to provide free university places for all",free,government,5,tax,,
957,442,Depth5_1037,Depth4_740,i do n't believe that paying all the money to get further education is worth it . there is no guarantee that you will get a job straight away after leaving university,job,,5,,,
958,443,Depth5_1038,Depth4_740,there is no guarantee people will earn enough after gaining their degree and therefore their debt will remain with gaining interest for many years more . i do n't think it is fair to saddle people with this debt .,interest,debt,5,,,
959,444,Depth5_1039,Depth4_749,"they are not guaranteed to be earning a good amount in today 's job market , therefore fees make university a big gamble .",job,,5,,,
960,445,Depth5_1041,Depth4_749,some gifted students particularly those from a poorer background will be put off from doing university courses as they see the level of debt that they will incur as a huge burden on them for the rest of their lives .,debt,background,5,,,
961,446,Depth5_1042,Depth4_749,"you do n't have to go to university to be able to succeed . plus student loan will help you during your time at university , but what about after you leave uni ?",loan,,5,,,
962,447,Depth5_1044,Depth4_764,if there is no way to determine what jobs contribute to society then why not scrap all course fees ? doing this would undeniably benefit society .,society,job,5,,,
963,448,Depth5_1046,Depth4_764,surely it is best to attract the best possible candidates to such roles who will by the very nature of the job they eventually perform will contribute greatly to society,society,job,5,,,
964,449,Depth5_1048,Depth4_764,"service jobs such as teaching and nursing are always low paying and undervalued , therefore it is important that these jobs are excluded from fees in order to retain a large service workforce .",job,,5,,,
965,450,Depth5_1049,Depth4_773,how easy or hard a career is to get into should not affect how much a course costs .,career,,5,,,
966,451,Depth5_1051,Depth4_773,burdening students with debt worries whilst they are studying adds to the pressures that they face and can lead to increased drop out rates .,debt,,5,,,
967,452,Depth5_1053,Depth4_773,if some careers are harder to get into then more people should be given a chance to train for those jobs and not be excluded because of fees .,career,job,5,,,
968,453,Depth5_1054,Depth4_793,"actually more and more young people are already choosing apprenticeships etc over university . also , there is no disadvantage to having a degree , other than the debt .",debt,,5,,,
969,454,Depth5_1060,Depth4_799,"they would like to educate themselves free of debt , there is no telling what the job market will be like for them after , no matter the the level of education",job,free,5,debt,,
970,455,Depth5_1061,Depth4_799,for some the most worthwhile jobs for instance in social sector they are never likely to earn the minimum income threshold so whats the point of burdening them with debts that will never be repaid,job,debt,5,,,
971,456,Depth5_1063,Depth4_799,the debt is not a tiny fraction if you are in a service job such as nursing and have to pay for rent and living expenses . people should not have to pay for university fees as well which will place a huge strain on them .,job,debt,5,,,
972,457,Depth5_1064,Depth4_744,it will increase the amount of employed people if free university places are given meaning more given back in taxes,free,tax,5,,,
973,458,Depth5_1065,Depth4_744,"but most graduates would be willing to replace fees with a small education tax , say 0.5 % , which would achieve the funding needed to make universities free in the first place .",free,tax,5,,,
974,459,Depth5_1067,Depth4_744,"this is a long term investment , the funds must be found initially , but then it will pay for itself , with those students paying taxes and contributing to the economy spending their expendable income .",tax,,5,,,
975,460,Depth5_1069,Depth4_750,those people who want to be doctors or solicitors may have the intelligence but may not have the finances to fund it themselves or from family members .,family,,5,,,
976,461,Depth5_1070,Depth4_750,"this is true , but they are also essential to our society , particularly doctors , so it seems redundant that only those who can afford to become them do so .",society,afford,5,,,
977,462,Depth5_1071,Depth4_750,not everybody who wants to be a doctor or nurse are able to go through uni as they just don't have the finances and by allowing the abolishment of fees will increase the number of people within special vocational jobs like a doctor,job,,5,,,
978,463,Depth5_1072,Depth4_750,"they may have thought about fees , but not everyone will be willing to take on a large debt , no matter if they feel a drive to follow a particular profession , nor does everyone have parents who will contribute towards their fees .",debt,,5,,,
979,464,Depth5_1076,Depth4_766,the government already take taxes and insurance from working people so why should be people like a doctor or nurse have to pay twice when technically they are already giving money back,government,tax,5,,,
980,465,Depth5_1077,Depth4_766,"these people have spent years training , the money has n't be frivolously spent on having fun . we pay people plenty of money in unemployment benefits who give nothing back in the way of taxes .",tax,,5,,,
981,466,Depth5_1079,Depth4_774,"they may not be able to get in to university if they have to pay university fees , equal opportunities are given to all i it was made free .",free,,5,,,
982,467,Depth5_1082,Depth4_774,"scholarships are limited . even to apply for a place at a university you need money , then you need to be able to access a university . if you do n't live in a university town or city , just moving to a new place is impossible for some students from low income families .",family,access,5,scholarship,,
983,468,Depth5_1085,Depth4_794,"and if both paths are free for the candidate , their choice will be balanced and appropriate for them .",free,,5,,,
984,469,Depth5_1087,Depth4_794,"it 's all about opportunity . while not everyone is academically minded , everyone has some skill or talent that can be developed . either way , training costs money and all should be able to maximize their potential without being saddled by debt at the end of it .",debt,,5,,,
985,470,Depth5_1089,Depth4_801,"but it wouldn't encourage people to go for higher paid jobs as they would have to be paying a lot more than anyone else , making i free would eliminate that .",free,job,5,,,
986,471,Depth5_1090,Depth4_801,"but manageable repayment amounts does not mitigate the fact that one of the main reasons people go to university is to eventually earn more over their careers , not earn less because of a poor jobs market and ever-present debt .",job,career,5,debt,,
987,472,Depth5_1095,Depth4_748,"the cost to the tax payer would be marginal , the cost of fees for each student , and the burden of having debt `` hanging over them '' , is much greater and potentially detrimental to their quality of life and well-being .",debt,tax,5,,,
988,473,Depth5_1097,Depth4_748,"the loan ties them to debt for up to 30 years , the compiling interest on the debt further decreases the likelihood of repayment",interest,loan,5,debt,,
989,474,Depth5_1098,Depth4_748,"but their can only be more tax payers if more people work . with abolished fees and consequently no loans to repay , more people will choose to go to universities which in return will have more people in employment generating more tax",loan,tax,5,,,
990,475,Depth5_1099,Depth4_751,it will only allow wealthy people to be able to achieve these job roles and less and less working class will be becoming doctors etc,job,,5,,,
991,476,Depth5_1100,Depth4_751,"all sectors of society need solicitors and doctors . giving these students these experiences does n't only benefit the students , but society as a whole .",society,,5,,,
992,477,Depth5_1101,Depth4_751,"other countries , such as scotland , operate a free university system so their solicitors and doctors get that education for free , why couldn't that work here ?",free,,5,,,
993,478,Depth5_1104,Depth4_767,if we don't start giving these professionals some appreciation and motivation to complete their training and continue their jobs we will lose them,job,,5,,,
994,479,Depth5_1105,Depth4_767,children do n't have to pay to go to school . fees also introduce additional pressure . students sometimes do n't know what their best suited to straight away . making students make a financial commitment at this young age can be stressful and is n't in anyone 's interest .,interest,,5,,,
995,480,Depth5_1106,Depth4_767,"they already pay vast amount of taxes as it is when earning a high living , to make them also pay student loans on top of this is excessive .",loan,tax,5,,,
996,481,Depth5_1107,Depth4_767,"doctors and nurses provide a vital and lifesaving care to many in need , they often work long hours under high pressure to serve society , it 's the least we could do to repay them is remove their debt .",society,debt,5,,,
997,482,Depth5_1108,Depth4_767,but the society gives a lot of benefit *free money ) to people who choose not to work . so why ca n't university fees be abolished for those who actually want to further themselves and work which in turn generates taxes for the government,society,government,5,tax,,
998,483,Depth5_1109,Depth4_785,but then anyone who can not afford it is in a negative position and limited to the type of job / career they can get,afford,career,5,job,,
999,484,Depth5_1110,Depth4_785,"you never know where a degree will take somebody . forcing students to commit to a certain career path at such a young age is n't helpful . a course that might be seen as `` personal choice '' , might later lead to a useful job .",career,job,5,,,
1000,485,Depth5_1113,Depth4_785,but those jobs that do n't need a degree are limiting . most occupational require a university degree . abolishing the fees will make those career options more desirable,career,job,5,,,
1001,486,Depth5_1114,Depth4_796,there are lots of options for everyone to achieve their desired goal/ career . they will just have to be prepared to pay their loan back,loan,career,5,,,
1002,487,Depth5_1115,Depth4_796,"university students often work just as hard as those pursuing apprenticeships etc. , and their future careers can also be useful to society , so why should they pay but not the others ?",society,career,5,,,
1003,488,Depth5_1118,Depth4_796,but they could be the first in their family that want to go to university amd pursue a certain career and are being deterred due to the high fees . by having access to it for free they could be breaking out a vicious circle they 've found themselves in .,family,free,5,access,career,
1004,489,Depth5_1119,Depth4_804,but they will be practically paying their loan back forever and the interest rate is not as low as they make out .,interest,loan,5,,,
1005,490,Depth5_1120,Depth4_804,"they still have debt `` hanging over them '' and have to worry about paying it off , often at the stage of life when people are trying to save for a house etc .",debt,,5,,,
1006,491,Depth5_1121,Depth4_804,if the interest rates are so low is there any real benefit to having charges in the first place ?,interest,,5,,,
1007,492,Depth5_1124,Depth4_811,"it 's not that easy to find a new job , especially one that you personally enjoy , and pays a decent wage .",job,,5,,,
1008,493,Depth5_1126,Depth4_811,"this is not the case for every one . some jobs require certain skills or qualifications that not everyone has . certain companies/jobs require a minimum educational background , which some people do not qualify for , and would not be given the chance to compete for based on their skills .",job,background,5,,,
1009,494,Depth5_1128,Depth4_811,abolishing university fees would give people greater choice about what jobs they could have by making it more accessible to all .,job,,5,,,
1010,495,Depth5_1129,Depth4_820,"not everything people pay taxes for is something they 're going to use or agree upon . but it goes towards the overall wellbeing of the country , and will help millions of people every day .",tax,,5,,,
1011,496,Depth5_1131,Depth4_820,"whether or not they care about what tax payers money is going towards is irrelevant , certain things such as the nhs is funded by tax which at some point in our lives we all rely on , regardless of income .",tax,,5,,,
1012,497,Depth5_1133,Depth4_820,you have to look at the bigger picture of what a university education would give those to enable then to contribute more to society .,society,,5,,,
1013,498,Depth5_1134,Depth4_831,"but if we abolish tuition altogether , we 're not going to need student loans because everyone will be able to go and do whatever they want to study .",loan,,5,,,
1014,499,Depth5_1138,Depth4_831,it is very harsh to saddle people with all that debt at the start of their working lives when that education benefits us all in the long run .,debt,,5,,,
1015,500,Depth5_1139,Depth4_839,"in theory , that sounds reasonable , but it just does n't work that way in practice . the more people with university degrees , the more people going up for the same job , the less chance of achieving it .",job,,5,,,
1016,501,Depth5_1141,Depth4_839,"there is such a high volume of university students these days that the job market is flooded , employers can pick and choose the best graduate for the job and often graduates are left struggling to find a ÃÂÃÂÃÂÃÂ¢ÃÂÃÂ¢ÃÂ¢Ã¢ÂÂ¬ÃÂ¡ÃÂÃÂ¬ÃÂÃ¢ÂÂ¹ÃÂÃ¢ÂÂgood job' despite having the qualifications to do so .",job,,5,,,
1017,502,Depth5_1143,Depth4_839,it can be harder to get that first job after university for some graduates over those who have been in employment longer so that does n't necessarily follow .,job,,5,,,
1018,503,Depth5_1144,Depth4_852,"what happens if i never reach that income threshold ? that 's thousands of pounds the student loan company do n't get back because after a set amount of years , it 's cleared .",loan,,5,,,
1019,504,Depth5_1149,Depth4_860,"that certain figure is only slightly above minimum wage , so people are losing almost 1/10th of their income every year to student loans . that 's a lot to someone who could be saving up for bigger and better things",loan,,5,,,
1020,505,Depth5_1152,Depth4_860,earning less makes the prospect of repayment completely unequal - some may be hesitant to pursue certain careers in fear of debt following their graduate tax .,career,debt,5,tax,,
1021,506,Depth5_1154,Depth4_813,"doing a degree is not the only way to increase maturity , life experience or to give you passion for your job . this can all be done through employment .",job,,5,,,
1022,507,Depth5_1155,Depth4_813,free university education would come at a high cost to the tax payer . not everyone who pays tax would be happy to subsidise free education as it would have no benefit to them .,free,tax,5,,,
1023,508,Depth5_1156,Depth4_813,if you are passionate about a certain career path it is your right to be able to follow it,career,,5,,,
1024,509,Depth5_1162,Depth4_821,"yes , but if we did n't have to pay for university fees it would make the system fairer , acceptance into university would be based upon academic achievement and not whether you can afford to go or not .",afford,,5,,,
1025,510,Depth5_1165,Depth4_833,"alot of the time university students just want to bum around instead of getting a job , they take out loans whilst squandering the funds with no intention of paying it back !",loan,job,5,,,
1026,511,Depth5_1166,Depth4_833,but alot of people do go to university knowing what they want to do and full intentions of paying back student loans . they have thought long and hard about it,loan,,5,,,
1027,512,Depth5_1167,Depth4_833,"but there are a lot of courses that people take which rarely translate into a career path afterwards , just the acquisition of a degree for the sake of having it , without having a clue what path they are going to take afterwards .",career,,5,,,
1028,513,Depth5_1169,Depth4_845,a lot of people that leave university do not end up paying much of their loans back due to having low paying jobs .,loan,job,5,,,
1029,514,Depth5_1170,Depth4_845,free university education for all will be a complete waste of government resources as many students treat it as a chance to party with hard earned taxpayers money .,free,government,5,,,
1030,515,Depth5_1173,Depth4_845,the amount of interest put on student loans is incredibly high and shocks a lot of people .,interest,loan,5,,,
1031,516,Depth5_1174,Depth4_855,if graduates do not earn enough to pay their loan back their loan interest increases and this causes stress and they owe more and more .,interest,loan,5,,,
1032,517,Depth5_1177,Depth4_855,"yes but this has been time wasted and debt that has then been incurred for nothing , if there was no fees then at least the lack of a job does n't also have the added stress of a large amount of debt hanging over you .",job,debt,5,,,
1033,518,Depth5_1178,Depth4_855,but that shows that a university degree is not giving people what they need to get the 'good ' job it promises .,job,,5,,,
1034,519,Depth5_1179,Depth4_862,people should not be punished with an extra tax for choosing to go in to a job that requires higher education . other things like apprenticeships or courses in college do not work like this .,job,tax,5,,,
1035,520,Depth5_1180,Depth4_862,i totally agree that students should sign an agreement to pay back the money by a reasonable time frame and this money put back into our society .,society,,5,,,
1036,521,Depth5_1181,Depth4_862,it is one thing to have debt because of borrowing for items etc but to have large debts for education isnt fair as we need people to do these specialist jobs,job,debt,5,,,
1037,522,Depth5_1183,Depth4_862,the system is so complicated and flawed that you can not expect people to understand . if it were free people would not be overloaded with information .,free,,5,,,
1038,523,Depth5_1184,Depth4_814,but having the choice to go to university to get ahead in employment without getting into thousands of pounds of debt should be a right .,debt,,5,,,
1039,524,Depth5_1185,Depth4_814,many people do n't like being in debt and may feel pressured to search for higher paying jobs to pay off their loan .,job,loan,5,debt,,
1040,525,Depth5_1189,Depth4_814,the loans take years to pay off and usually a person will not get a job straight after graduating so it will take them a very long time to pay this loan off,loan,job,5,,,
1041,526,Depth5_1191,Depth4_824,other countries are able to provide their students with free education . we should give the young people most opportunities to get the best out of them .,free,,5,,,
1042,527,Depth5_1192,Depth4_824,everyone who graduates university will eventually fall into higher paying jobs thanks to their education and will be paying more in taxes so will eventually pay back the fees without loans .,loan,job,5,tax,,
1043,528,Depth5_1194,Depth4_824,"it could be argued that children from families who pay tax are more entitled to university education , especially those whose parents have always worked and paid taxes .",family,tax,5,,,
1044,529,Depth5_1199,Depth4_835,"university would not seem out of reach for people from disadvantaged backgrounds . plus , universities could become stricter with their administration process if it wasn't all a money making scheme",background,,5,,,
1045,530,Depth5_1201,Depth4_835,this is correct however by going to university they are acquiring skills of a competent worker . even though they have no idea where they are going they can still use this degree to help get a job and boost out economy,job,,5,,,
1046,531,Depth5_1205,Depth4_848,"but people who are university educated are more likely to earn more money and thus more likely to pay more tax , so it would not create a greater tax burden",tax,,5,,,
1047,532,Depth5_1210,Depth4_858,"by allowing those from poorer backgrounds you allow more people to excel , this helps them get out of being poorer , through better employment options , eventually giving back as higher rate taxpayers .",background,,5,,,
1048,533,Depth5_1212,Depth4_858,"there is no guarantee that students will work in the field of their degree after studying , this may mean that they are potentially earning much less than other graduates and take much longer to pay off their loans .",loan,,5,,,
1049,534,Depth5_1213,Depth4_858,those in wider society who are able to help the less fortunate as much as possible . the gap is only growing bigger and this must be stopped . also these 'huge incentives ' are means tested and for those who are extremely poor only .,society,,5,,,
1050,535,Depth5_1215,Depth4_866,"fees dont necessarily make students value their education . self motivation and value comes from within , the realisation of the scale of the debt comes when students mature .",debt,,5,,,
1051,536,Depth5_1217,Depth4_866,"the idea of having a fee as just a way to make students value education is silly . the loans provided for university are often not seen as real debt , but a necessity in order to better themselves and reach their goals . why add an extra unnecessary burden ?",loan,debt,5,,,
1052,537,Depth5_1220,Depth4_872,fees should be abolished as to give the poorest students get some qualification . which would help them to get a well payed job,job,,5,,,
1053,538,Depth5_1221,Depth4_872,"yes but if a post-graduate is just over the threshold , they will automatically have to start paying back which will lower their household income . it would be more beneficial to get a job with a salary just under the threshold so you do n't start paying it back .",job,,5,,,
1054,539,Depth5_1222,Depth4_872,"this incentivises students to take lower paying jobs , thus defeating the point of their higher education and hindering the universities as they never receive their money .",job,,5,,,
1055,540,Depth5_1227,Depth4_880,"this encourages leaving students to not pay the debt back , hindering both the student for limiting themselves and the university for never receiving the loan back .",loan,debt,5,,,
1056,541,Depth5_1229,Depth4_880,"the additional psychological pressure of a student loan may prevent students from performing well and may even precipitate mental health illness that would cost the nhs , and the taxpayer , even more money",loan,,5,,,
1057,542,Depth5_1231,Depth4_902,students often need to work unsociable hours ( at clubs and bars for example ) as these are the most readily available jobs for them . this fatigue and working can lead to even the brightest of students starting to fail and struggle .,job,,5,,,
1058,543,Depth5_1237,Depth4_910,"more funding should be provided , so that the country may reap the rewards in the future . alongside this , university 's would still require high enough grades for entry , without hindering the student success with heaps of debt .",debt,,5,,,
1059,544,Depth5_1239,Depth4_910,the current university fees may discriminate those from poorer backgrounds due to financial pressures . these individuals are as much a part of our society and others and deserve the right to go to university .,society,background,5,,,
1060,545,Depth5_1241,Depth4_921,the student loan will just lead them into more debt which will be charged with interest meaning they 'll have even higher debts at the end .,interest,loan,5,debt,,
1061,546,Depth5_1242,Depth4_920,"a student loan is not something that can or should be forgotten about , they will need to pay it back or choose a low paying job which defeats the whole point of university and detriments the university itself also .",loan,job,5,,,
1062,547,Depth5_1243,Depth4_920,some people may not want to have debt for the next however many years . people should have the ability to gain human capital in the way they wish without being penalised financially,debt,,5,,,
1063,548,Depth5_1244,Depth4_920,"providing a student with a loan that they will have to pay back is far from absolving any worry about steep fees . if anything , it is simply increasing the fees they will ultimately have to pay back .",loan,,5,,,
1064,549,Depth5_1246,Depth4_931,"the loans should be used for whilst at university , not to fund their life post university .",loan,,5,,,
1065,550,Depth5_1247,Depth4_931,accurate assessments should be made on all applications of these systems before any loans are given to ensure the individual is abusing the system .,loan,,5,,,
1066,551,Depth5_1248,Depth4_931,people again may not want to spend however long paying back a loan over time and see this as a disincentive to academic achievement . this may reduce the number of workers in certain professions in the future,loan,,5,,,
1067,552,Depth5_1250,Depth4_875,"whilst there is financial support for students , it 's often by means of loans which students must pay back with the addition of interest .",interest,loan,5,,,
1068,553,Depth5_1252,Depth4_875,one of the key things that students may feel is pressure to pay for their learning which gets them into debt and getting the part time job may help financially but will be draining and detrimental to health and likely cause decrease in activity in grades and studying .,job,debt,5,,,
1069,554,Depth5_1253,Depth4_875,abolishing students fees means that lower income families find education more accessible . it would also encourage students who had previously dismissed the idea because they did not want to be in debt at the beginning of their careers .,family,career,5,debt,,
1070,555,Depth5_1258,Depth4_882,having debt hung over your head at such a young age is not good for mental health you would n't encourage an 18 year old to take out a mortgage for exactly this reason .,debt,,5,,,
1071,556,Depth5_1259,Depth4_882,it is better to life without debt than start your life with one even if it is small,debt,,5,,,
1072,557,Depth5_1260,Depth4_906,student often end up needing to work in addition to the loans as they are not enough to pay for essentials and have a life . also the loans include interest .,interest,loan,5,,,
1073,558,Depth5_1262,Depth4_906,"more loans , again solidifying the point that they will always in debt to someone , we should be providing uni access to our next generation at a fraction of the cost it is now",loan,access,5,debt,,
1074,559,Depth5_1265,Depth4_917,loans are based on parental income and many parents ca n't afford to lend their child money despite earning ' x ' amount because they have their own lives and mortgages to pay .,loan,afford,5,,,
1075,560,Depth5_1268,Depth4_917,loans are provided but there are costs that occur which are not always taken into account while people from higher income families can turn to the family for financial support people from lower income families do not have this back up once the loan has gone its gone .,family,loan,5,,,
1076,561,Depth5_1272,Depth4_921,"i myself would love to go to university to study higher , however i have bills to pay and two children to fend for . it would be selfish for me to get into that much debt as i would not be able to provide them with a fair life .",debt,,5,,,
1077,562,Depth5_1273,Depth4_921,going to university would not be the easiest option of prolonging getting a job it often entails moving a long distance from home and living in a strange place where you do n't know anyone . i imagine getting a job would be much easier and much less stressful .,job,,5,,,
1078,563,Depth5_1275,Depth4_935,"yes this is true , but again interest is charged on the loan making is very difficult to pay back , if not impossible .",interest,loan,5,,,
1079,564,Depth5_1276,Depth4_935,many students are ill informed about student loans and the misconception is that student loans covers all costs of a university lifestyle .,loan,,5,,,
1080,565,Depth5_1277,Depth4_935,"everyone can apply for a student loan but that does not mean they will be accepted . it adds more pressure to their lives having to manage the debt , which most of them have not been taught how to handle money and bills during childhood",loan,debt,5,,,
1081,566,Depth5_1280,Depth4_878,"i agree that a part time job may not be intrusive but students are there to learn , to better themselves for the future not be worried about whether they can make their essay deadline after having worked a 12 hour shift",job,,5,,,
1082,567,Depth5_1281,Depth4_878,"students need to focus their time and attention on their course work , a higher grade will result in a better job down the line . better jobs will incur higher taxes putting more money into the public purse .",job,tax,5,,,
1083,568,Depth5_1282,Depth4_878,"bursaries are few and far between , most people do n't get this & end up thousands of pounds in debt before even starting their career .",career,debt,5,,,
1084,569,Depth5_1290,Depth4_883,"but because of this system we have these struggling students trying to pay off these huge debts for a considerable long time . resulting in depression , stress and anxiety for these students trying to fund their debts .",debt,,5,,,
1085,570,Depth5_1294,Depth4_907,"students may not see the Â£9000 at the time of studying , but they would however leave university more or less debt free .",free,debt,5,,,
1086,571,Depth5_1295,Depth4_907,many students work part-time and study in order to save for when they finish university and need to repay their loan . knowing they would n't have to repay a loan may help students feel less pressured into working as well as studying and could increase their performance .,loan,,5,,,
1087,572,Depth5_1296,Depth4_907,"these bright students have decide to go to university to get a degree for their future . not to worry about how they will get their degree , juggling a part time job to fund for it and keep up with their studies . they need all the support they can be offered .",job,,5,,,
1088,573,Depth5_1299,Depth4_918,the university will still receive the money as it will come from the government who are still paying the fees on the new system just ina more indirect manner .,government,,5,,,
1089,574,Depth5_1300,Depth4_918,"free education is a must for the future of our country , rather than bringing up a generation of students with crippling debts .",free,debt,5,,,
1090,575,Depth5_1301,Depth4_918,higher education used to be free and there were no issues with this . student loans are also hardly ever fully repaid meaning that these repayments are not completely necessary to fund universities .,loan,free,5,,,
1091,576,Depth5_1303,Depth4_918,the students that are raising the numbers of university attendance are the same types of students that most likely can not afford a full tuition . a big number of people going on to further education at university would have to drop their courses if the free education was not available .,afford,free,5,,,
1092,577,Depth5_1307,Depth4_927,"higher education was previously free for students and there were no problems with how it was paid for . it could also be argued that degrees were valued more highly in the past , when they were free , because less people had them .",free,,5,,,
1093,578,Depth5_1310,Depth4_936,"the assumption that students parents can fund their education is outdated and archaic , what are the students from poorer backgrounds supposed to rely on",background,,5,,,
1094,579,Depth5_1318,Depth4_939,"university fees should be abolished because not everyone who wants to go to uni can afford it . in this day and age , it is an archaic system and it needs to change .",afford,,5,,,
1095,580,Depth5_1319,Depth4_939,"if they are n't attending university , what do they need the extra finances for ? you can not give a student loan to someone not attending university",loan,,5,,,
1096,581,Depth5_1320,Depth4_939,"the government should help and support the brightest and most creative people in society in order to develop their minds . a population where great minds are fully supported to prosper benefits everyone , regardless of whether they attended university themselves .",society,government,5,,,
1097,582,Depth5_1321,Depth4_950,"yes , loans and grants enable them to fund their housing / lifestyle whilst at university .",loan,,5,,,
1098,583,Depth5_1322,Depth4_950,"loans and grants cover the costs of university , not the costs of housing , food , bills",loan,,5,,,
1099,584,Depth5_1325,Depth4_950,"everyone in society benefits if we support students from all walks of life , the contribution they make to the economy and the world easily offsets the investment .",society,,5,,,
1100,585,Depth5_1331,Depth4_969,scholarships should be given to those from under privileged backgrounds to help further them in life .,scholarship,background,5,,,
1101,586,Depth5_1335,Depth4_969,"the amount of debt that young graduates are being riddled with upon graduation is extortionate , especially when you compare it to other developed countries .",debt,,5,,,
1102,587,Depth5_1336,Depth4_977,scholarships should be provided to the younger under privileged children who are less likely to go to university otherwise .,scholarship,,5,,,
1103,588,Depth5_1337,Depth4_977,going back to education to better your and your families future is hard to do when you have bills to pay . the cost puts people off and stops people reaching their potential,family,,5,,,
1104,589,Depth5_1339,Depth4_977,"but there would be a lot of older students who do n't have the finances to save up , or the credit rating to take out a low interest loan . so they miss out on the chance to gain an extra education",interest,loan,5,,,
1105,590,Depth5_1345,Depth4_986,the fact is that people from less well off backgrounds may be put off from applying to university because they do n't want to have the burden of student debt hanging over them . the large amount of debt from attending university is a significant deterrent to many people .,debt,background,5,,,
1106,591,Depth5_1347,Depth4_944,"the government funded all students at Â£3000 p/a tuition fees , so a reduction is feasible .",government,,5,,,
1107,592,Depth5_1352,Depth4_955,agreed . people who want to attend university are able too through various loans and grants .,loan,,5,,,
1108,593,Depth5_1354,Depth4_955,university acceptance is n't only based on grades but also the person . if a person really wanted to go to university had the grades and everything but did n't have the `` flair '' the university wanted they may not get in at all forget the free scholarship,free,scholarship,5,,,
1109,594,Depth5_1355,Depth4_959,however grants and loans have to be paid back sometimes many years after graduating from university so it is still not feasible to say low earning or poor people can attend .,loan,,5,,,
1110,595,Depth5_1360,Depth4_964,all education should be free for all people regardless of their mental or physical capabilities remember steven hawkins was disabled and was one of the most brilliant minds of our time,free,,5,,,
1111,596,Depth5_1362,Depth4_972,their needs to be more done to allow lower income youth to attend university . scholarships are infrequent .,scholarship,,5,,,
1112,597,Depth5_1365,Depth4_972,once again loans need to be paid back usually with extremely high interest rates if higher loans are available then why not give them for free,interest,loan,5,free,,
1113,598,Depth5_1368,Depth4_980,"being in debt in a serious thing and shouldnt be taken lightly , it creates a great deal of stress and worry for that person",debt,,5,,,
1114,599,Depth5_1369,Depth4_980,but the biggest reason and the reason you hear about most is anything to do with university whether it be loans or fees . they eventually pile up until they become unbearable and people become homeless and such .,loan,,5,,,
1115,600,Depth5_1370,Depth4_980,being in a massive amount of debt is a bad thing yes most people have mortgages and credit cards but these things are easily repaid and easy to manage but being in debt forever is going to be a hard situation to cope with,debt,,5,,,
1116,601,Depth5_1373,Depth4_990,"if they are already struggling financially , in the long run a loan will only make things worse",loan,,5,,,
1117,602,Depth5_1374,Depth4_990,and most of the loans you hear of have interest on them . making you have to pay more than you take out . which increases over time . then you 'd need to tak out loan to pay them back and it would turn into a never ending cycle .,interest,loan,5,,,
1118,603,Depth5_1377,Depth4_949,all people have the right to higher education and student loans and grants just mean debt .,loan,debt,5,,,
1119,604,Depth5_1379,Depth4_949,"with the current scheme of loans to pay extortionate fees , students are running up huge debts . this will only deter future generations from applying to higher education institutions , therefore , our future workforces will end up with less skilled and educated employees .",loan,debt,5,,,
1120,605,Depth5_1382,Depth4_959,having the experience learned from a degree can help with job prospects which may not have been possible without the education .,job,,5,,,
1121,606,Depth5_1383,Depth4_959,vocational training can be very hard to access beyond a basic level so beyond self employment opportunities may be very limited for those who choose practical roles .,access,,5,,,
1122,607,Depth5_1384,Depth4_959,"low income families will reject higher education and end up in low skilled work . this will put pressure on their mental wellbeing , which will in turn , have a knock on effect and put pressure on our already over stretched health service .",family,,5,,,
1123,608,Depth5_1386,Depth4_974,"this may prove impossible for some people , even though they potentially would perform better than a wealthier individual , the lack of scholarships and overall funding is the root of this problem .",scholarship,,5,,,
1124,609,Depth5_1387,Depth4_974,students at university would spend their time on learning their coursework not getting part time jobs to supplement their time .,job,,5,,,
1125,610,Depth5_1389,Depth4_974,unfortunately there are a massive lack of part time opportunities available to students and they already have the pressure of their education workload too . free higher education will mean that the working classes are no longer discriminated against .,free,,5,,,
1126,611,Depth5_1390,Depth4_974,"it is n't about that , a better educated population leads to a better society . if given the choice would you rather live in a society of educated or uneducated people . the responsibility that we have as tax payers is to ensure the success of our society",society,tax,5,,,
1127,612,Depth5_1392,Depth4_984,if there are limited jobs or the job is not achieved straight away the debt will just increase .,job,debt,5,,,
1128,613,Depth5_1393,Depth4_984,"that does not at all eliminate the potential stress created by the ongoing debt . also , not everyone will earn enough to be comfortable losing some money each month for a very , very long time .",debt,,5,,,
1129,614,Depth5_1394,Depth4_984,"some of these jobs like nurses , midwives and teachers are grossly underpaid though , therefore , racking up huge university debts is putting these careers at a great risk .",job,career,5,debt,,
1130,615,Depth5_1395,Depth4_984,"again , the premise of the argument is rooted in individuals . offering free education to all improves society",society,free,5,,,
1131,616,Depth5_1396,Depth4_992,"even those with the loan system are still required to work to sustain themselves , cutting out all time for living between learning and earning .",loan,,5,,,
1132,617,Depth5_1397,Depth4_992,it 's hard enough that parents may have their own debt and expecting them to get into more debt for the education is unfair .,debt,,5,,,
